"ATAC_SYMBOL","ENSEMBL","RNA_SYMBOL","RNA_logFC","RNA_P_Value","Avg_ATAC_logFC","nb_sig_peak","GENENAME","BAF.gene","TF.gene"
"AAR2","ENSG00000131043","AAR2",-0.0290527944698757,0.837860375780369,-1.17260908268337,1,"AAR2 splicing factor","NO","NO"
"AARS2","ENSG00000124608","AARS2",-0.135434207103968,0.638455097575359,-1.12759417755075,1,"alanyl-tRNA synthetase 2, mitochondrial","NO","NO"
"AASS","ENSG00000008311","AASS",-0.0887001530356231,0.791672573605659,1.58925726995451,1,"aminoadipate-semialdehyde synthase","NO","NO"
"ABCA5","ENSG00000154265","ABCA5",0.0770727622269582,0.834753405175028,1.47533216242446,2,"ATP binding cassette subfamily A member 5","NO","NO"
"ABCC11","ENSG00000121270","ABCC11",-0.114084991242335,0.671878560894317,1.32234955020291,1,"ATP binding cassette subfamily C member 11","NO","NO"
"ABCC3","ENSG00000108846","ABCC3",-0.0374145791700071,0.939245375746573,0.957042961385149,1,"ATP binding cassette subfamily C member 3","NO","NO"
"ABCC4","ENSG00000125257","ABCC4",0.103576637955396,0.678891078397877,1.68284971811011,1,"ATP binding cassette subfamily C member 4","NO","NO"
"ABCC6","ENSG00000091262","ABCC6",-0.573219145120505,0.105974687414971,-1.11287825315646,1,"ATP binding cassette subfamily C member 6","NO","NO"
"ABCD4","ENSG00000119688","ABCD4",0.0196175613983813,0.899781254240689,1.49661722955454,1,"ATP binding cassette subfamily D member 4","NO","NO"
"ABCE1","ENSG00000164163","ABCE1",0.0887205185954985,0.646860707405974,-0.937356036703586,2,"ATP binding cassette subfamily E member 1","NO","NO"
"ABCG1","ENSG00000160179","ABCG1",-0.254331075173129,0.392379124274532,-1.54034107615866,1,"ATP binding cassette subfamily G member 1","NO","NO"
"ABHD13","ENSG00000139826","ABHD13",0.135227492280597,0.552408259457736,0.395038384270727,3,"abhydrolase domain containing 13","NO","NO"
"ABHD17B","ENSG00000107362","ABHD17B",0.13906520059379,0.489966601667763,-0.434606717613092,6,"abhydrolase domain containing 17B, depalmitoylase","NO","NO"
"ABHD2","ENSG00000140526","ABHD2",-0.114091335320984,0.4233641425918,1.13925027657199,1,"abhydrolase domain containing 2, acylglycerol lipase","NO","NO"
"ABHD5","ENSG00000011198","ABHD5",-0.270929626449158,0.200524934229249,-1.28003561684853,1,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase","NO","NO"
"ABHD6","ENSG00000163686","ABHD6",0.0127261230809284,0.96758447636114,-0.996922820667125,1,"abhydrolase domain containing 6, acylglycerol lipase","NO","NO"
"ABI3BP","ENSG00000154175","ABI3BP",0.286289554552042,0.836270427106092,1.45802241222564,1,"ABI family member 3 binding protein","NO","NO"
"ABL1","ENSG00000097007","ABL1",-0.122719810843383,0.40376312883963,-1.40254498017817,1,"ABL proto-oncogene 1, non-receptor tyrosine kinase","NO","YES"
"ABLIM1","ENSG00000099204","ABLIM1",-0.106381860213591,0.675207356778095,-1.18977012270151,4,"actin binding LIM protein 1","NO","NO"
"ABLIM2","ENSG00000163995","ABLIM2",0.0442491247976995,0.854199775358743,-1.28321562501471,1,"actin binding LIM protein family member 2","NO","NO"
"ABLIM3","ENSG00000173210","ABLIM3",-0.332976029261924,0.283022778450221,0.961429939891781,1,"actin binding LIM protein family member 3","NO","NO"
"ABRACL","ENSG00000146386","ABRACL",-0.0644520724937263,0.673641734850678,1.07808732533672,1,"ABRA C-terminal like","NO","NO"
"ABTB1","ENSG00000114626","ABTB1",-0.0502069280271016,0.860809786580106,-1.09340518154863,2,"ankyrin repeat and BTB domain containing 1","NO","NO"
"ABTB3","ENSG00000151136","BTBD11",-0.236358873912527,0.380590237766667,-1.44746724282432,1,"ankyrin repeat and BTB domain containing 3","NO","NO"
"ACADM","ENSG00000117054","ACADM",-0.0683150425442358,0.659551627604677,1.46838212745487,1,"acyl-CoA dehydrogenase medium chain","NO","NO"
"ACBD3","ENSG00000182827","ACBD3",-0.0747907894292004,0.743805434843758,1.81189021989921,1,"acyl-CoA binding domain containing 3","NO","NO"
"ACBD5","ENSG00000107897","ACBD5",0.0187514921217282,0.908523715999702,-1.86927302499744,1,"acyl-CoA binding domain containing 5","NO","NO"
"ACBD6","ENSG00000230124","ACBD6",-0.0168094142902344,0.946238600902294,0.925379855557649,1,"acyl-CoA binding domain containing 6","NO","NO"
"ACER2","ENSG00000177076","ACER2",-0.0912078421527092,0.757933214598449,0.515110388867274,1,"alkaline ceramidase 2","NO","NO"
"ACO1","ENSG00000122729","ACO1",0.0308953123915918,0.863821677811368,1.32851206294689,2,"aconitase 1","NO","NO"
"ACOX2","ENSG00000168306","ACOX2",0.439564583496566,0.302581735009858,-1.13940670856115,2,"acyl-CoA oxidase 2","NO","NO"
"ACOXL","ENSG00000153093","ACOXL",0.159462584910421,0.594582413284161,-1.10037610016241,1,"acyl-CoA oxidase like","NO","NO"
"ACP5","ENSG00000102575","ACP5",-1.04258165422312,0.710229182550861,0.867008965665676,1,"acid phosphatase 5, tartrate resistant","NO","NO"
"ACSF3","ENSG00000176715","ACSF3",0.123277744885742,0.495033100337682,1.42936401692313,1,"acyl-CoA synthetase family member 3","NO","NO"
"ACSL3","ENSG00000123983","ACSL3",-0.0572895433014171,0.81270147212271,-1.17027348494122,1,"acyl-CoA synthetase long chain family member 3","NO","NO"
"ACTB","ENSG00000075624","ACTB",-0.054267761030852,0.776255626994906,-1.04728139887674,1,"actin beta","YES","NO"
"ACTC1","ENSG00000159251","ACTC1",0.0387634331216351,0.979428275462614,1.20327572876447,1,"actin alpha cardiac muscle 1","NO","NO"
"ACTR10","ENSG00000131966","ACTR10",0.11609230476805,0.439742325323082,1.08103631554176,2,"actin related protein 10","NO","NO"
"ACTR1B","ENSG00000115073","ACTR1B",0.0587325688472369,0.825691033849575,1.48157405363472,1,"actin related protein 1B","NO","NO"
"ACTR2","ENSG00000138071","ACTR2",-0.0709578587267448,0.731272598544866,-1.35096973331001,1,"actin related protein 2","NO","NO"
"ACTR3","ENSG00000115091","ACTR3",-0.028306401061216,0.887638678466702,1.15865499874841,2,"actin related protein 3","NO","NO"
"ACTR3B","ENSG00000133627","ACTR3B",0.0643490068655659,0.689545338641089,0.232537649338112,2,"actin related protein 3B","NO","YES"
"ACTR8","ENSG00000113812","ACTR8",-0.0157204313162236,0.93782490063538,-0.290543848551794,5,"actin related protein 8","NO","NO"
"ACVR1","ENSG00000115170","ACVR1",0.0848920500462755,0.662453044172078,1.54004762173708,2,"activin A receptor type 1","NO","NO"
"ACVR1C","ENSG00000123612","ACVR1C",0.0608377114107035,0.847696741658927,0.496751963547581,1,"activin A receptor type 1C","NO","NO"
"ACVR2A","ENSG00000121989","ACVR2A",0.120095689775221,0.506153935079725,0.448519544639224,4,"activin A receptor type 2A","NO","NO"
"ADA","ENSG00000196839","ADA",0.0421251041688016,0.944056550685639,1.18435262305858,1,"adenosine deaminase","NO","NO"
"ADAM32","ENSG00000197140","ADAM32",-0.22231179257082,0.535710556414106,0.996284674011126,2,"ADAM metallopeptidase domain 32","NO","NO"
"ADAMTS15","ENSG00000166106","ADAMTS15",0.383559889758144,0.820307790058857,-1.12692826683345,2,"ADAM metallopeptidase with thrombospondin type 1 motif 15","NO","NO"
"ADAMTS17","ENSG00000140470","ADAMTS17",0.308482782992245,0.222065429956393,-0.573838884708658,1,"ADAM metallopeptidase with thrombospondin type 1 motif 17","NO","YES"
"ADAMTS2","ENSG00000087116","ADAMTS2",-0.149061039723996,0.496812948501273,1.71067151500505,1,"ADAM metallopeptidase with thrombospondin type 1 motif 2","NO","NO"
"ADAMTS9","ENSG00000163638","ADAMTS9",-0.255539012532467,0.869419323715825,0.346177533890177,3,"ADAM metallopeptidase with thrombospondin type 1 motif 9","NO","NO"
"ADAR","ENSG00000160710","ADAR",-0.089942555876223,0.607872944935909,-1.04313646569298,1,"adenosine deaminase RNA specific","NO","YES"
"ADARB1","ENSG00000197381","ADARB1",-0.151150754110041,0.577275558808932,-1.30505355028878,1,"adenosine deaminase RNA specific B1","NO","NO"
"ADCY7","ENSG00000121281","ADCY7",0.00445197252888718,0.979532878813904,-0.825092917150771,1,"adenylate cyclase 7","NO","NO"
"ADD3","ENSG00000148700","ADD3",-0.277430505832773,0.123530752803226,-1.23597625154391,2,"adducin 3","NO","NO"
"ADGRA3","ENSG00000152990","ADGRA3",-0.101800223044388,0.68160036756884,-0.6251521238335,4,"adhesion G protein-coupled receptor A3","NO","NO"
"ADGRB2","ENSG00000121753","ADGRB2",-0.224851216781267,0.190335176139408,1.7313456672087,1,"adhesion G protein-coupled receptor B2","NO","NO"
"ADGRD2","ENSG00000180264","ADGRD2",0.224936529145337,0.69022043508312,1.1678292891239,1,"adhesion G protein-coupled receptor D2","NO","NO"
"ADGRE5","ENSG00000123146","ADGRE5",-0.0639337318958608,0.672629958524411,-1.09561483152671,1,"adhesion G protein-coupled receptor E5","NO","NO"
"ADGRG6","ENSG00000112414","ADGRG6",0.19212682913759,0.333395925457175,1.00916010250194,1,"adhesion G protein-coupled receptor G6","NO","NO"
"ADGRL2","ENSG00000117114","ADGRL2",-1.09830730430281,0.653001513752425,1.32218394609025,3,"adhesion G protein-coupled receptor L2","NO","NO"
"ADH5","ENSG00000197894","ADH5",-0.0256604529328994,0.847436930851266,0.607728292621002,1,"alcohol dehydrogenase 5 (class III), chi polypeptide","NO","NO"
"ADNP","ENSG00000101126","ADNP",-0.00859369049367675,0.960484905099091,1.23065346558314,1,"activity dependent neuroprotector homeobox","NO","YES"
"ADO","ENSG00000181915","ADO",0.11724403432306,0.442992137190107,1.20497501894839,1,"2-aminoethanethiol dioxygenase","NO","NO"
"ADPRM","ENSG00000170222","ADPRM",0.246286120574623,0.288888661838141,-1.86653895791545,1,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent","NO","NO"
"ADRA2C","ENSG00000184160","ADRA2C",0.202422606851038,0.246932859864575,-0.19741279572515,2,"adrenoceptor alpha 2C","NO","NO"
"ADRB1","ENSG00000043591","ADRB1",-0.565618071013453,0.165240740843519,-1.01128826011661,1,"adrenoceptor beta 1","NO","NO"
"ADRB2","ENSG00000169252","ADRB2",-0.273686496067574,0.664241800378881,1.37888989167504,1,"adrenoceptor beta 2","NO","NO"
"AEBP2","ENSG00000139154","AEBP2",0.0115503848872818,0.951042881065001,0.47723919948921,3,"AE binding protein 2","NO","YES"
"AFAP1","ENSG00000196526","AFAP1",-0.288921703117032,0.338748968606122,-1.47291561730326,2,"actin filament associated protein 1","NO","YES"
"AFAP1L1","ENSG00000157510","AFAP1L1",-0.604434976481492,0.0447420719862401,1.03046101461819,1,"actin filament associated protein 1 like 1","NO","NO"
"AFAP1L2","ENSG00000169129","AFAP1L2",-0.413447654170755,0.420403022755304,-1.101825345255,2,"actin filament associated protein 1 like 2","NO","NO"
"AFDN","ENSG00000130396","AFDN",-0.111930174087276,0.428588681297737,-1.46913895333874,3,"afadin, adherens junction formation factor","NO","NO"
"AFF3","ENSG00000144218","AFF3",-0.161346017715217,0.897689314833129,-1.63070989490253,1,"ALF transcription elongation factor 3","NO","YES"
"AGA","ENSG00000038002","AGA",0.168647694569131,0.689772782037569,1.85121918358374,1,"aspartylglucosaminidase","NO","NO"
"AGAP1","ENSG00000157985","AGAP1",-0.108491865939431,0.552370404487346,-1.01992495540718,6,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1","NO","NO"
"AGBL3","ENSG00000146856","AGBL3",0.30623106448248,0.419007992463974,0.417874598035707,1,"AGBL carboxypeptidase 3","NO","NO"
"AGK","ENSG00000006530","AGK",0.0676890087029101,0.737335405274784,-0.462327272741821,1,"acylglycerol kinase","NO","NO"
"AGO2","ENSG00000123908","AGO2",-0.128735201871989,0.391272622601675,-0.603457858133242,1,"argonaute RISC catalytic component 2","NO","NO"
"AGPAT4","ENSG00000026652","AGPAT4",-0.12682709796001,0.795730693515328,-1.14435025549583,2,"1-acylglycerol-3-phosphate O-acyltransferase 4","NO","NO"
"AGPAT5","ENSG00000155189","AGPAT5",0.401019358611765,0.0746852130287853,-1.00536742174895,2,"1-acylglycerol-3-phosphate O-acyltransferase 5","NO","NO"
"AGTPBP1","ENSG00000135049","AGTPBP1",0.0174805136512486,0.935532616025503,-1.08874790822985,5,"ATP/GTP binding carboxypeptidase 1","NO","NO"
"AHCYL1","ENSG00000168710","AHCYL1",-0.0319896969614017,0.885334195214907,0.804398215684118,1,"adenosylhomocysteinase like 1","NO","NO"
"AHRR","ENSG00000063438","AHRR",-0.227155771807427,0.536717913048005,1.15219780112,1,"aryl hydrocarbon receptor repressor","NO","YES"
"AIFM3","ENSG00000183773","AIFM3",-0.0181852389298389,0.947665708163409,1.39604102984492,1,"apoptosis inducing factor mitochondria associated 3","NO","NO"
"AK9","ENSG00000155085","AK9",0.368911905819514,0.288095357921449,1.12060711461688,1,"adenylate kinase 9","NO","NO"
"AKAP11","ENSG00000023516","AKAP11",-0.0403262713995316,0.800528646113287,0.915283386097571,1,"A-kinase anchoring protein 11","NO","NO"
"AKAP12","ENSG00000131016","AKAP12",0.393225500874472,0.543917842288282,1.07462184854039,1,"A-kinase anchoring protein 12","NO","NO"
"AKAP13","ENSG00000170776","AKAP13",-0.23394100477624,0.296171756927219,-0.400651475299287,3,"A-kinase anchoring protein 13","NO","NO"
"AKAP17A","ENSG00000197976","AKAP17A",0.0917937891157568,0.669933643592762,-1.22800732508552,1,"A-kinase anchoring protein 17A","NO","NO"
"AKAP6","ENSG00000151320","AKAP6",0.217226691374611,0.557467618279396,-1.63933712750265,1,"A-kinase anchoring protein 6","NO","NO"
"AKAP7","ENSG00000118507","AKAP7",-0.0589854456030516,0.850313400395234,-1.18705513462067,1,"A-kinase anchoring protein 7","NO","NO"
"AKIP1","ENSG00000166452","AKIP1",-0.129084691495103,0.440048369769717,-1.02322630690386,1,"A-kinase interacting protein 1","NO","NO"
"AKIRIN2","ENSG00000135334","AKIRIN2",0.0191803031108861,0.916273695214023,1.32497065837673,1,"akirin 2","NO","NO"
"AKNA","ENSG00000106948","AKNA",0.0637554102619404,0.811019882574296,-1.59866904722,2,"AT-hook transcription factor","NO","YES"
"AKR1C1","ENSG00000187134","AKR1C1",0.755730925667431,0.359244128820912,0.456925955332765,2,"aldo-keto reductase family 1 member C1","NO","NO"
"AKR1C2","ENSG00000151632","AKR1C2",0.998189790202038,0.288923983092429,-1.47959790403846,1,"aldo-keto reductase family 1 member C2","NO","NO"
"AKR1E2","ENSG00000165568","AKR1E2",-0.646841721313659,0.0986978926608737,-1.99367408082329,1,"aldo-keto reductase family 1 member E2","NO","NO"
"AKT1","ENSG00000142208","AKT1",-0.101605752905312,0.532121757390681,-1.43928518523651,1,"AKT serine/threonine kinase 1","NO","YES"
"AKT3","ENSG00000117020","AKT3",-0.0423268265649019,0.881979122879929,1.32451667136224,1,"AKT serine/threonine kinase 3","NO","NO"
"ALCAM","ENSG00000170017","ALCAM",-0.0771159395682828,0.793195868695781,1.0612604259384,4,"activated leukocyte cell adhesion molecule","NO","NO"
"ALDH1A1","ENSG00000165092","ALDH1A1",-0.939703518354401,0.451722378251685,1.64580265478011,3,"aldehyde dehydrogenase 1 family member A1","NO","NO"
"ALDH3A2","ENSG00000072210","ALDH3A2",0.0291249260755988,0.91179560697203,-0.860920321490377,1,"aldehyde dehydrogenase 3 family member A2","NO","NO"
"ALDH3B1","ENSG00000006534","ALDH3B1",0.0428074151418532,0.905088232558072,-1.17172818536204,1,"aldehyde dehydrogenase 3 family member B1","NO","NO"
"ALDH4A1","ENSG00000159423","ALDH4A1",-0.0702116595014082,0.768515435644749,-1.28687388235183,2,"aldehyde dehydrogenase 4 family member A1","NO","NO"
"ALDH7A1","ENSG00000164904","ALDH7A1",-0.12386789963397,0.637159985714587,1.19581961673904,2,"aldehyde dehydrogenase 7 family member A1","NO","NO"
"ALG10","ENSG00000139133","ALG10",-0.0779424448823098,0.795250029251684,1.42963091860365,1,"ALG10 alpha-1,2-glucosyltransferase","NO","NO"
"ALG14","ENSG00000172339","ALG14",0.223279409500999,0.287242815496804,-1.07156356315168,2,"ALG14 UDP-N-acetylglucosaminyltransferase subunit","NO","NO"
"ALG1L2","ENSG00000251287","ALG1L2",-0.148378263694047,0.580526734594275,-1.30521384358973,1,"ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2","NO","NO"
"ALKBH8","ENSG00000137760","ALKBH8",0.055512704623526,0.790859474098953,-1.09326894861785,1,"alkB homolog 8, tRNA methyltransferase","NO","NO"
"ALOXE3","ENSG00000179148","ALOXE3",-0.0480038696926406,0.864564372509376,-1.45436875256663,1,"arachidonate lipoxygenase 3","NO","NO"
"ALS2","ENSG00000003393","ALS2",-0.114441764923372,0.671206632153048,1.28706030031441,1,"alsin Rho guanine nucleotide exchange factor ALS2","NO","NO"
"ALS2CL","ENSG00000178038","ALS2CL",-0.130717475824058,0.763552024527141,1.11233497854842,1,"ALS2 C-terminal like","NO","NO"
"ALX3","ENSG00000156150","ALX3",-0.137424661478436,0.623713813334795,1.32644238707206,1,"ALX homeobox 3","NO","YES"
"AMACR","ENSG00000242110","AMACR",-0.0270662450405132,0.928866351290106,-2.10204754419411,1,"alpha-methylacyl-CoA racemase","NO","NO"
"AMMECR1","ENSG00000101935","AMMECR1",0.0903288786793941,0.596319676591454,-1.49803337603936,1,"AMMECR nuclear protein 1","NO","NO"
"AMN1","ENSG00000151743","AMN1",0.077346431461796,0.732166245994205,-1.35485899826809,1,"antagonist of mitotic exit network 1 homolog","NO","NO"
"AMOTL2","ENSG00000114019","AMOTL2",-0.276614175578485,0.168522726269739,-0.770336580161316,1,"angiomotin like 2","NO","NO"
"AMPD2","ENSG00000116337","AMPD2",-0.06200022757496,0.811102724546513,0.922096903456003,1,"adenosine monophosphate deaminase 2","NO","NO"
"AMPD3","ENSG00000133805","AMPD3",0.122663827497869,0.570047433361537,0.497195979194004,3,"adenosine monophosphate deaminase 3","NO","NO"
"AMY2B","ENSG00000240038","AMY2B",-0.0714349628677602,0.806761870884918,-1.44672546269172,1,"amylase alpha 2B","NO","NO"
"ANAPC13","ENSG00000129055","ANAPC13",0.0610704520997425,0.747413750795284,-0.384715377944093,3,"anaphase promoting complex subunit 13","NO","NO"
"ANGEL1","ENSG00000013523","ANGEL1",-0.0732633681224479,0.666101077627681,-1.83883341685295,1,"angel homolog 1","NO","NO"
"ANGPT2","ENSG00000091879","ANGPT2",0.209292479466418,0.576698140158314,-0.179446055585999,2,"angiopoietin 2","NO","NO"
"ANKH","ENSG00000154122","ANKH",-0.0572392395043622,0.715918867371217,1.53594619323907,1,"ANKH inorganic pyrophosphate transport regulator","NO","NO"
"ANKIB1","ENSG00000001629","ANKIB1",0.0692365764282306,0.628593664304155,0.631067159403895,1,"ankyrin repeat and IBR domain containing 1","NO","NO"
"ANKLE2","ENSG00000176915","ANKLE2",-0.0540368681018215,0.778005280698792,1.08369792822715,1,"ankyrin repeat and LEM domain containing 2","NO","NO"
"ANKMY2","ENSG00000106524","ANKMY2",0.303908134649583,0.0746148017193378,0.902274318067908,2,"ankyrin repeat and MYND domain containing 2","NO","NO"
"ANKRD11","ENSG00000167522","ANKRD11",-0.155436673971002,0.410857027020369,-1.44394281356652,1,"ankyrin repeat domain containing 11","NO","NO"
"ANKRD24","ENSG00000089847","ANKRD24",0.296079559029744,0.535560840873132,1.34302370240656,1,"ankyrin repeat domain 24","NO","NO"
"ANKRD29","ENSG00000154065","ANKRD29",0.21360371870041,0.548639736374567,1.72017393151022,1,"ankyrin repeat domain 29","NO","NO"
"ANKRD36","ENSG00000135976","ANKRD36",0.130226311243751,0.577438505861426,-2.12310043792268,1,"ankyrin repeat domain 36","NO","NO"
"ANKRD42","ENSG00000137494","ANKRD42",0.0688931278734288,0.710481674077532,1.10631566275125,1,"ankyrin repeat domain 42","NO","NO"
"ANKRD46","ENSG00000186106","ANKRD46",0.106819210318361,0.616210485719472,-0.104523371367575,2,"ankyrin repeat domain 46","NO","NO"
"ANKRD49","ENSG00000168876","ANKRD49",-0.0609136662480023,0.753489050549302,-1.42885267737285,1,"ankyrin repeat domain 49","NO","NO"
"ANKRD50","ENSG00000151458","ANKRD50",-0.135501171092854,0.315324146028772,0.599678825263149,2,"ankyrin repeat domain containing 50","NO","NO"
"ANKRD6","ENSG00000135299","ANKRD6",0.0821319696131937,0.837408220608366,-2.14847945193844,1,"ankyrin repeat domain 6","NO","NO"
"ANKS1B","ENSG00000185046","ANKS1B",0.087397961744934,0.804514523254617,0.548438965494952,2,"ankyrin repeat and sterile alpha motif domain containing 1B","NO","NO"
"ANKS6","ENSG00000165138","ANKS6",-0.0638724197060716,0.73915174247105,1.53594619323907,1,"ankyrin repeat and sterile alpha motif domain containing 6","NO","NO"
"ANO4","ENSG00000151572","ANO4",-0.160506981009925,0.672506538999704,-0.172653914898453,3,"anoctamin 4","NO","NO"
"ANO6","ENSG00000177119","ANO6",-0.242540339511098,0.234284215046394,-0.198989733617757,4,"anoctamin 6","NO","NO"
"ANTXR1","ENSG00000169604","ANTXR1",-0.0686313591108103,0.780420069457979,-0.513794340196907,3,"ANTXR cell adhesion molecule 1","NO","NO"
"ANTXR2","ENSG00000163297","ANTXR2",-0.225443019825815,0.595900805697337,0.162044194662321,2,"ANTXR cell adhesion molecule 2","NO","NO"
"ANXA1","ENSG00000135046","ANXA1",-0.0489369617421609,0.827432922647211,0.482390262748737,3,"annexin A1","NO","NO"
"ANXA11","ENSG00000122359","ANXA11",-0.0711335681022094,0.773668667677581,0.970649102834968,1,"annexin A11","NO","NO"
"ANXA2","ENSG00000182718","ANXA2",-0.0891767181531939,0.698996043764944,1.11233497854842,1,"annexin A2","NO","NO"
"ANXA3","ENSG00000138772","ANXA3",-0.0524872013856932,0.921095632262414,1.21686121454487,2,"annexin A3","NO","YES"
"ANXA4","ENSG00000196975","ANXA4",0.0587562592227,0.769262464589117,1.34182077885077,1,"annexin A4","NO","YES"
"ANXA5","ENSG00000164111","ANXA5",0.0375759086318492,0.845168397524873,-1.03778562052678,1,"annexin A5","NO","NO"
"ANXA6","ENSG00000197043","ANXA6",0.0159482837347351,0.930167843963262,0.625542103265617,1,"annexin A6","NO","NO"
"AOAH","ENSG00000136250","AOAH",-0.163056070785432,0.876437011609337,-1.44672546269172,1,"acyloxyacyl hydrolase","NO","NO"
"AP1AR","ENSG00000138660","AP1AR",0.0895867453668204,0.51367774588459,0.07130795672847,2,"adaptor related protein complex 1 associated regulatory protein","NO","NO"
"AP1B1","ENSG00000100280","AP1B1",-0.1316190320391,0.52727999926403,1.11233497854842,1,"adaptor related protein complex 1 subunit beta 1","NO","NO"
"AP1S2","ENSG00000182287","AP1S2",-0.235263712752956,0.271468651132578,0.45585543281397,1,"adaptor related protein complex 1 subunit sigma 2","NO","NO"
"AP2A2","ENSG00000183020","AP2A2",-0.053890084673303,0.777259023094139,-1.17260908268337,1,"adaptor related protein complex 2 subunit alpha 2","NO","NO"
"AP2B1","ENSG00000006125","AP2B1",-0.0155429619253598,0.926301337645813,-0.773517147804773,1,"adaptor related protein complex 2 subunit beta 1","NO","NO"
"AP3S1","ENSG00000177879","AP3S1",0.0854179474975396,0.75232038982694,1.07300601486389,1,"adaptor related protein complex 3 subunit sigma 1","NO","NO"
"AP4E1","ENSG00000081014","AP4E1",-0.0342974685859851,0.92076185026526,-1.10745723557367,1,"adaptor related protein complex 4 subunit epsilon 1","NO","NO"
"AP4M1","ENSG00000221838","AP4M1",-0.00508339554244586,0.976546615828331,0.85214919233083,1,"adaptor related protein complex 4 subunit mu 1","NO","NO"
"AP4S1","ENSG00000100478","AP4S1",0.333748156140168,0.195833136637831,1.30773445251805,1,"adaptor related protein complex 4 subunit sigma 1","NO","NO"
"AP5B1","ENSG00000254470","AP5B1",0.0655424370887365,0.871118354235125,1.52305635595582,1,"adaptor related protein complex 5 subunit beta 1","NO","NO"
"APAF1","ENSG00000120868","APAF1",0.0130643729538193,0.943534863475804,-1.45450980206789,3,"apoptotic peptidase activating factor 1","NO","NO"
"APBB1IP","ENSG00000077420","APBB1IP",0.525330977161961,0.662423426343692,1.23087635923375,1,"amyloid beta precursor protein binding family B member 1 interacting protein","NO","NO"
"APBB2","ENSG00000163697","APBB2",-0.0405560181920066,0.847285529314817,1.04543031005313,1,"amyloid beta precursor protein binding family B member 2","NO","NO"
"APC","ENSG00000134982","APC",-0.0824874951831012,0.732736662346926,1.19621961460485,1,"APC regulator of WNT signaling pathway","NO","NO"
"APEX2","ENSG00000169188","APEX2",-0.0875644142916521,0.601567624339299,-1.37054521347489,1,"apurinic/apyrimidinic endodeoxyribonuclease 2","NO","NO"
"API5","ENSG00000166181","API5",0.0206618008869812,0.903787227017781,-1.23875668094069,2,"apoptosis inhibitor 5","NO","NO"
"APMAP","ENSG00000101474","APMAP",-0.00247643385447205,0.989620369660583,-1.27570316871873,2,"adipocyte plasma membrane associated protein","NO","NO"
"APOL2","ENSG00000128335","APOL2",-0.343493064925755,0.655963284767381,-1.85978043953811,1,"apolipoprotein L2","NO","NO"
"APOOL","ENSG00000155008","APOOL",0.091149473166352,0.615844940684243,-0.173813264751233,2,"apolipoprotein O like","NO","NO"
"APPL2","ENSG00000136044","APPL2",0.000198530888034121,0.999251778212801,-1.14756801510345,2,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2","NO","NO"
"AQP1","ENSG00000240583","AQP1",0.0356090111953748,0.925000633736512,-0.488994653053903,4,"aquaporin 1 (Colton blood group)","NO","NO"
"AQP11","ENSG00000178301","AQP11",0.011532255947351,0.984589122037054,0.03504641058422,2,"aquaporin 11","NO","NO"
"ARAP2","ENSG00000047365","ARAP2",-0.322941570956043,0.372530938069154,-0.0882679456039625,4,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2","NO","NO"
"ARB2A","ENSG00000113391","FAM172A",-0.0065518158721285,0.981064197528448,1.57240229255839,1,"ARB2 cotranscriptional regulator A","NO","NO"
"AREG","ENSG00000109321","AREG",0.0657068014466891,0.908808589677867,1.06770528749654,1,"amphiregulin","NO","NO"
"ARF6","ENSG00000165527","ARF6",-0.050023692100905,0.781601356271022,-0.945453988593873,1,"ADP ribosylation factor 6","NO","NO"
"ARFGEF1","ENSG00000066777","ARFGEF1",0.00193697712028129,0.992578188479081,0.16043526459377,4,"ADP ribosylation factor guanine nucleotide exchange factor 1","NO","NO"
"ARFGEF2","ENSG00000124198","ARFGEF2",-0.0675549350027183,0.657959176253353,-1.12217502065798,1,"ADP ribosylation factor guanine nucleotide exchange factor 2","NO","NO"
"ARGLU1","ENSG00000134884","ARGLU1",-0.0441763853612107,0.760297790416219,-0.500540115569697,2,"arginine and glutamate rich 1","NO","NO"
"ARHGAP10","ENSG00000071205","ARHGAP10",0.0387547293382386,0.819258031396416,-1.52947608486965,1,"Rho GTPase activating protein 10","NO","NO"
"ARHGAP11A","ENSG00000198826","ARHGAP11A",-0.0541474992786402,0.894180690096588,1.24779543622861,1,"Rho GTPase activating protein 11A","NO","NO"
"ARHGAP17","ENSG00000140750","ARHGAP17",-0.0481117032122578,0.777658102056376,0.545842968090589,1,"Rho GTPase activating protein 17","NO","NO"
"ARHGAP18","ENSG00000146376","ARHGAP18",0.122868866119746,0.640774116218757,1.4721290317215,2,"Rho GTPase activating protein 18","NO","NO"
"ARHGAP19-SLIT1","ENSG00000269891","ARHGAP19-SLIT1",-0.155900484230667,0.744526685610381,-1.31220331139876,2,"ARHGAP19-SLIT1 readthrough (NMD candidate)","NO","NO"
"ARHGAP21","ENSG00000107863","ARHGAP21",-0.14789518340536,0.427424473981466,-0.44079477516322,3,"Rho GTPase activating protein 21","NO","NO"
